"New and interesting Information from the netz98 Developer Universe","Neue und interessante Informationen aus dem netz98 Dev Universum"
"More information about the Magento Universe you can find <a href='https://dev98.de/'>here</a>.","Weitere Informationen über das Magento Universum findest du <a href='https://dev98.de/'>hier</a>."
